location_id	depth_of_hole[cm]	FDR_reading1[mV]	FDR_reading2[mV]	FDR_reading3[mV]	time	device	remarks	V_corr1[V]	V_corr2[V]	V_corr3[V]	epsilon1	epsilon2	epsilon3	theta_1[cm3/cm3]	theta_2[cm3/cm3]	theta_3[cm3/cm3]	theta_mean[cm3/cm3]
406	0	875	856	682		97/084		1.039	1.016	0.805	24.193	23.106	15.594	0.600	0.593	0.533	0.575
406	5	835	614	672		97/084		0.991	0.723	0.793	21.978	13.504	15.264	0.490	0.435	0.450	0.458
406	10	748	700	709		97/084		0.885	0.827	0.838	18.006	16.209	16.528	0.426	0.416	0.418	0.420
406	15	604	673	627		97/084		0.711	0.794	0.739	13.224	15.297	13.878	0.386	0.402	0.392	0.393
406	20	739	681	678		97/084		0.874	0.804	0.800	17.651	15.561	15.461	0.421	0.408	0.408	0.412
406	25	760	745	740		97/084		0.900	0.881	0.875	18.495	17.887	17.690	0.463	0.459	0.458	0.460
406	30	728	718	692		97/084		0.861	0.849	0.817	17.228	16.855	15.932				
407	0	802	532	636		97/084		0.951	0.623	0.749	20.347	11.364	14.143	0.450	0.386	0.413	0.416
407	5	779	755	745		97/084		0.923	0.894	0.881	19.304	18.289	17.887	0.440	0.435	0.433	0.436
407	10	785	778	765		97/084		0.930	0.921	0.906	19.569	19.260	18.703	0.410	0.409	0.407	0.409
407	15	812	806	798		97/084		0.963	0.955	0.946	20.824	20.536	20.161	0.461	0.460	0.458	0.459
407	20	788	785	743		97/084		0.934	0.930	0.879	19.704	19.569	17.808	0.448	0.447	0.438	0.444
407	25	858	761	814		97/084		1.018	0.901	0.965	23.217	18.536	20.921	0.434	0.416	0.426	0.425
407	30	772	807	726		97/084		0.914	0.957	0.858	19.001	20.584	17.153				
408	0	871	799	837		97/084	Sonde 7	1.034	0.947	0.993	23.959	20.207	22.082	0.464	0.450	0.457	0.457
408	5	790	743	786		97/084		0.936	0.879	0.931	19.794	17.808	19.614	0.443	0.433	0.442	0.439
408	10	710	699	732		97/084		0.839	0.826	0.866	16.564	16.175	17.380	0.396	0.394	0.400	0.397
408	15	819	822	722		97/084		0.971	0.975	0.854	21.166	21.315	17.003	0.462	0.463	0.441	0.455
408	20	847	640	608		97/084		1.005	0.754	0.716	22.613	14.263	13.335	0.460	0.414	0.406	0.427
408	25	866	640	644		97/084		1.028	0.754	0.759	23.670	14.263	14.384	0.435	0.390	0.391	0.406
408	30	640	832	633		97/084		0.754	0.987	0.746	14.263	21.822	14.054				
409	0	773	718	681		97/084		0.915	0.849	0.804	19.044	16.855	15.561	0.444	0.432	0.423	0.433
409	5	703	641	660		97/084		0.831	0.755	0.779	16.315	14.293	14.879	0.424	0.410	0.414	0.416
409	10	773	763	701		97/084		0.915	0.903	0.828	19.044	18.620	16.245	0.408	0.406	0.394	0.403
409	15	723	752	728		97/084		0.855	0.890	0.861	17.041	18.167	17.228	0.441	0.448	0.442	0.444
409	20	761	718	713		97/084		0.901	0.849	0.843	18.536	16.855	16.673	0.442	0.432	0.431	0.435
409	25	874	663	671		97/084		1.038	0.782	0.792	24.134	14.975	15.232	0.437	0.395	0.397	0.410
409	30	661	741	846		97/084		0.780	0.877	1.004	14.911	17.729	22.559				
410	0	667	714	700		97/084		0.787	0.844	0.827	15.102	16.709	16.209	0.420	0.431	0.428	0.426
410	5	880	787	902		97/084		1.045	0.932	1.072	24.490	19.659	25.856	0.461	0.442	0.465	0.456
410	10	780	639	832		97/084		0.924	0.753	0.987	19.348	14.233	21.822	0.409	0.381	0.419	0.403
410	15	611	853	649		97/084		0.719	1.012	0.765	13.419	22.940	14.537	0.414	0.470	0.424	0.436
410	20	638	648	555		97/084		0.752	0.764	0.651	14.203	14.506	11.931	0.414	0.416	0.393	0.408
410	25	593	617	663		97/084		0.697	0.726	0.782	12.922	13.589	14.975	0.380	0.385	0.395	0.387
410	30	728	668	732		97/084		0.861	0.788	0.866	17.228	15.135	17.380				
